id,product_id,score,comment_time,comment,sentiment
13710,100011596094.0,5.0,2020-05-07 11:59:01,安装服务安装师傅特别贴心外形外观大气上档次,0.999926864432313
13711,100011596094.0,5.0,2020-06-28 22:05:50,在京东买的第二个热水器正好赶上618的活动很喜欢这个颜色而且价格很给力家里的很多东西都是从京东购买的比去超市划算快递送货上门隔天就安装安装师傅也都很尽心尽责快递小哥辛苦了支持京东,0.817961513255188
13712,100011596094.0,5.0,2020-06-19 15:01:20,安装服务非常贴心一分钱没收外形外观好挺好看的,0.9965311218768224
13713,100011596094.0,5.0,2020-04-22 21:39:00,外形外观高大上家里人都喜欢安装服务热心的师傅,0.99460629660249
13714,100011596094.0,5.0,2020-05-04 22:16:02,热水器已经安装完再使用了很棒很棒第一次在京东买家电很不错哦客服态度好还耐心细致发货快物流直接送货上门的送货及时安装师傅上门也很及时设计安装都很不错态度好安装完美无乱收费就是美的公司的材料费好贵哦安装下来都快赶上机器的价钱了,0.7437107168648358
13715,100011596094.0,5.0,2020-05-21 14:14:27,五一买的送货很快师傅很快就上门安装了美的值得信赖的品牌,0.9997453183909124
13717,100011596094.0,5.0,2020-05-12 20:55:07,3月份刚上市的时候买的价格很优惠啊房子刚装修好今天预约过来安装了师傅挺专业的机子款式也很喜欢,0.8509311414792303
13718,100011596094.0,5.0,2020-04-24 20:47:14,包装很好物流很快预约上门安装测试正常使用,0.8930659594968983
13719,100011596094.0,5.0,2020-06-28 08:46:06,美的燃气热水器使用方便操作简单非常适合居家使用,0.7534198023770702
13720,100011596094.0,5.0,2020-04-11 12:06:03,外观漂亮配送师傅很负责安装师傅很给力期待好用,0.8563180354621227
13721,100011596094.0,5.0,2020-05-02 14:37:36,机器收到安装非常到位非常满意期待使用效果,0.7822166604945535
13723,100011596094.0,5.0,2020-06-15 12:06:11,安装服务师傅安装细心速度快很好,0.9367143546602631
13725,100011596094.0,5.0,2020-06-25 14:17:39,非常满意物美价廉安装师傅很专业,0.6582870134956016
13726,100011596094.0,5.0,2020-06-24 21:42:57,效果相当不错美的出品必属精品,0.9990510206247215
13728,100011596094.0,5.0,2020-05-03 17:31:05,安装服务师傅上门及时安装完好态度积极热情还讲解了试用注意事项很棒,0.972072013269396
13729,100011596094.0,5.0,2020-04-01 08:07:40,物流一如既往的快热水器也杠杠的外形外观漂亮恒温效果佳,0.9998803639177347
13730,100011596094.0,5.0,2020-04-18 16:16:28,安装服务师傅来的及时耐心细致很好外形外观非常漂亮,0.9986604922473816
13731,100011596094.0,5.0,2020-06-21 12:33:32,东西很漂亮装的很快安装师傅服务态度非常好,0.8484851980466598
13733,100011596094.0,5.0,2020-06-04 20:10:44,产品不错师傅上门安装态度好服务好很棒,0.8261218155508687
13734,100011596094.0,5.0,2020-04-14 11:30:56,安装老师很负责任标准处理很到位都帮我调试到位自己也使用试用五分好评,0.6508790557849622
13735,100011596094.0,5.0,2020-06-22 09:23:03,容量很大外观也很大气很满意,0.9912719483108988
13736,100011596094.0,5.0,2020-06-20 19:57:43,产品优秀美的的售后服务很到位安装师傅也很不错,0.994263015222151
13737,100011596094.0,5.0,2020-06-20 12:02:41,送货特别快安装师傅也很负责第一时间会联系我总之很满意,0.7581956307700118
